id,fullname,shortname,ttl,region,country,practicearea,productline,netcommitment,status,processingtype,approvalfy,closingfy
P162652,Strengthening the Case for Food Safety Investments,Strengthening the Case for Food Safety,Steven M. Jaffee,Other,World,Agriculture and Food,,null,Closed,,2018,
P162523,China (and Russia) 2030 - Implications for Agriculture in Central Asia,China 2030: Implications for CA Ag,"David J. Nielson, Kateryna Goychuk Schroeder",Europe And Central Asia,Central Asia,Agriculture and Food,,null,Closed,,2018,
P162413,Sudan: Improving the Quality of Public Expenditures in Agriculture,Agricultural Public Expenditure Review,"Asa Margareta G. Hoglund Giertz, Mosllem Ahmed Alamir, Elliot Wamboka Mghenyi",Africa,Sudan,Agriculture and Food,,null,Closed,,2018,
P161550,Agriculture Risk Management and ENSO Preparedness,Agriculture Risk Management and ENSO,Luz Berania Diaz Rios,Latin America And Caribbean,Colombia,Agriculture and Food,,null,Closed,,2018,
P151201,ICT Enhanced Services for Women Farmers in Irrigated Agriculture,ICT Enhanced Services for Women Farmers,Christine Heumesser,Africa,Zambia,Agriculture and Food,,null,Closed,,2018,
P161293,UFGE Expanding Women’s Agency through Productive Inclusion in Rural Areas of Northeast Brazil,Expanding Women’s Agency through Produc,"Maria de Fatima de Sousa Amazonas, Alberto Coelho Gomes Costa",Latin America And Caribbean,Brazil,Agriculture and Food,,null,Closed,,2018,
P164896,Pastoral Development in Ethiopia : Trends and the way forward,Pastoral Development in Ethiopia,"Esayas Nigatu Gebremeskel, Stephen Paul D'Alessandro",Africa,Ethiopia,Agriculture and Food,,null,Closed,,2018,
P162974,Breaking Down the Barriers to Regional Agricultural Trade in Central Africa,Central Africa Regional Integration,"John C. Keyser, Joanne Catherine Gaskell",Africa,Central Africa,Agriculture and Food,,null,Closed,,2018,
P162091,Brazil Climate Smart Agriculture Innovation Launchpad Initiative,Launchpad Brazil: CSA Innovation,Barbara Cristina Noronha Farinelli,Latin America And Caribbean,Brazil,Agriculture and Food,,null,Closed,,2018,
P163138,Guangxi Poverty Reduction Program for Results,Guangxi Poverty Reduction PforR,"Paavo Eliste, Min Zhao",East Asia And Pacific,China,Agriculture and Food,,400,Active,,2018,2022
P159984,Sustainable Livestock Advocacy and Communication,OGE-Sustainable Livestock Advocacy &Comm,"Francois G. Le Gall, Franck Cesar Jean Berthe",Other,World,Agriculture and Food,,null,Closed,,2018,
P165059,Options for Agribusiness Value-Chain Development,Agribusiness Agenda,"Artavazd Hakobyan, David Tuchschneider",Europe And Central Asia,Kyrgyz Republic,Agriculture and Food,,null,Closed,,2018,
P160145,"El NiÃ±o impacts in Madagascar on food security, agriculture, and livestock and on the population of the Southern region",El NiÃ±o impacts in Madagascar,"Ghada Elabed, Irina Schuman, Andrea Vermehren",Africa,Madagascar,Agriculture and Food,,null,Closed,,2018,
P128321,,ZA-FBTA on Rural Dev and Land Reform (2),Guo Li,Africa,South Africa,Agriculture and Food,,null,Closed,,2018,
P165656,Agriculture Policy Engagement,Agriculture Policy Engagement,Joanne Catherine Gaskell,Africa,"Congo, Republic of",Agriculture and Food,,null,Closed,,2018,
P160470,Agriculture Sector Risk Assessment,Agriculture Sector Risk Assessment,"Sandra Broka, Rufiz Vakhid Chirag-Zade",Europe And Central Asia,Azerbaijan,Agriculture and Food,,null,Closed,,2018,
P153071,Zambia Integrated Forest Landscapes Program TA,Zambia Integrated Forest Landscapes Prog,"Ademola Braimoh, Neeta Hooda",Africa,Zambia,Agriculture and Food,,null,Closed,,2018,
P162191,Mozambique: Food market monitoring and resilient agriculture planning,El Nino impacts in Mozambique,Ghada Elabed,Africa,Mozambique,Agriculture and Food,,null,Closed,,2018,
P165647,Ag Sector Review - Provincial Level Analyses,Ag Sector Review - Provincial Analyses,Joanne Catherine Gaskell,Africa,"Congo, Democratic Republic of",Agriculture and Food,,null,Closed,,2018,
P160772,Plantation Sector Engagement,Sri Lanka Plantation Sector Engagement,"Ulrich K. H. M. Schmitt, Seenithamby Manoharan",South Asia,Sri Lanka,Agriculture and Food,,null,Closed,,2018,
P162905,,OGE-Gender in CSA e-course,"Sanjiva Cooke, Yu Huan, Minna Maria Kononen",Other,World,Agriculture and Food,,null,Closed,,2018,
P162525,Ghana Commercial Agriculture Project Additional Financing,GCAP AF,Hardwick Tchale,Africa,Ghana,Agriculture and Food,,50,Active,,2018,
P158777,,OGE-CSA Scale Up,Tobias Baedeker,Other,World,Agriculture and Food,,null,Closed,,2018,
P162453,An Overview on the Functioning of Cereal Markets in Ethiopia,Cereal Markets Performance – Ethiopia,Hikuepi Sieglinde Brenda Katjiuongua,Africa,Ethiopia,Agriculture and Food,,null,Closed,,2018,
P164457,Russian Federation: Digital Agriculture and Rural Divide,Digital Agriculture and Rural Divide,"Artavazd Hakobyan, David J. Nielson",Europe And Central Asia,Russian Federation,Agriculture and Food,,null,Closed,,2018,
P161876,Transformation of Agriculture Sector Program 4 Phase 2,PforR for PSTA 4,Winston Dawes,Africa,Rwanda,Agriculture and Food,,100,Active,,2018,2022
P159052,Angola: Commercial Agriculture Development Project,AO- Commercial Agriculture Dev. Proj,"Diego Arias Carballo, Zenaida Hernandez Uriz",Africa,Angola,Agriculture and Food,,130,Active,,2018,2024
P162316,Integrated Risk Management in the Rural Agroindustrial System,GIRSAR,Tomas Ricardo Rosada Villamar,Latin America And Caribbean,Argentina,Agriculture and Food,,150,Active,,2018,2025
P160111,El Nino/La Nina - Impact in ECA major grain producing countries and implications for food security,El Nino and grain markets in ECA (FPCR),Edinaldo Tebaldi,Europe And Central Asia,Europe and Central Asia,Agriculture and Food,,null,Closed,,2018,
P159533,Increasing agricultural growth and resilience through better risk management in Zambia,El-Nino Effects on Agriculture in Zambia,Ademola Braimoh,Africa,Zambia,Agriculture and Food,,null,Closed,,2018,
P160058,Dynamic Information Framework for Climate Smart Landscapes and El NiÃ±o Preparedness,Dynamic Information Framework,"Norman Bentley Piccioni, Erick C.M. Fernandes",Latin America And Caribbean,Nicaragua,Agriculture and Food,,null,Closed,,2018,
P159594,Strengthening El Nino Response in Zimbabwe,Strengthening El Nino Response,"Melissa Brown, Azeb Fissha Mekonnen",Africa,Zimbabwe,Agriculture and Food,,null,Closed,,2018,
P162956,Climate Resilient Agriculture and Productivity Enhancement Project,TD  Climate Resilien Ag & Product Proj,"Ziva Razafintsalama, Sossena Tassew",Africa,Chad,Agriculture and Food,,41,Active,,2018,2024
P162318,,OGE-NSA implem'tion in ag projs review,Aira Maria Htenas,Other,World,Agriculture and Food,,null,Closed,,2018,
P166745,National Rural Economic Transformation Project ( Additional Financing to National Rural Livelihoods Project ),NRETP ( AF-NRLP),"Gayatri Acharya, Vinay Kumar Vutukuru",South Asia,India,Agriculture and Food,,250,Active,,2018,
P161473,Agriculture Competitiveness Project,Agriculture Competitiveness Project,"Binh Thang Cao, Konesawang Nghardsaysone",East Asia And Pacific,Lao People's Democratic Republic,Agriculture and Food,,25,Active,,2018,2024
P161549,Agriculture Insurance for Small Farmers,CO RAS Agri Insurance for Small Farmers,Diego Arias Carballo,Latin America And Caribbean,Colombia,Agriculture and Food,,null,Closed,,2018,
P166328,Emergency Agricultural Livelihoods and Climate Resilience Project,DM Agriculture Resilience MST,Bayarsaikhan Tumurdavaa,Latin America And Caribbean,Dominica,Agriculture and Food,,25,Active,,2018,2023
P158810,Cashew Value Chain Competitiveness Project,Cashew Competitiveness Project,"Jean-Philippe Tre, Maria Deborah Kim, Juvenal Nzambimana",Africa,Cote d'Ivoire,Agriculture and Food,,200,Active,,2018,2024
P164445,Second Agriculture Sector Wide Approach Support Project,Malawi-ASWAP SPII MDTF,"Francisco Javier Obreque Arqueros, Time Hapana Fatch, Asa Margareta G. Hoglund Giertz",Africa,Malawi,Agriculture and Food,,55,Active,,2018,2022
P160212,El Nino and Climate Resilience in Agriculture,OGE-El Nino &Climate Resilience in Agri.,David Olivier Treguer,Middle East And North Africa,Lebanon,Agriculture and Food,,null,Closed,,2018,
P159853,Strengthening El Nino Response and Food Systems Resilience in East and Southern Africa,Strengthening El Nino Response in Africa,"Stephen Paul D'Alessandro, Melissa Brown",Africa,Southern Africa,Agriculture and Food,,null,Closed,,2018,
P159835,Mexico: Sustainable Productive Landscapes Project,Mexico Sustainable Productive Landscapes,"Luz Berania Diaz Rios, Katie Kennedy Freeman",Latin America And Caribbean,Mexico,Agriculture and Food,,21.86,Active,,2018,2023
P166455,Jordan and Lebanon: Agriculture Notes,Jordan and Lebanon: Agriculture Notes,Dorte Verner,Middle East And North Africa,Middle East and North Africa,Agriculture and Food,,null,Closed,,2018,
P162793,Launchpad (Bangladesh) - Climate Innovations,Launchpad - Bangladesh,"Raj Ganguly, Anupa Aryal Pant",South Asia,Bangladesh,Agriculture and Food,,null,Closed,,2018,
P162038,Strengthening El Nino Response in Malawi,Malawi Strengthening El Nino Response,Blessings Nyanjagha Botha,Africa,Malawi,Agriculture and Food,,null,Closed,,2018,
P159856,El Nino Impacts in Agriculture,El Nino impacts in Agriculture,"David Olivier Treguer, Dorte Verner",Middle East And North Africa,Tunisia,Agriculture and Food,,null,Closed,,2018,
P159851,El Nino Impacts in Agriculture,El Nino Impacts in Agriculture,"David Olivier Treguer, Dorte Verner",Middle East And North Africa,Morocco,Agriculture and Food,,null,Closed,,2018,
P161298,Assessment of Food Security Early Warning Systems for East and Southern Africa,OGE-Regional EWS Needs Assessment,Ademola Braimoh,Africa,Southern Africa,Agriculture and Food,,null,Closed,,2018,
P161296,OGE-Assessment of El Nino Impacts and Trade Policy Responses on Grain Markets and Trade in Eastern and Southern Africa,OGE-El Nino Impact on Grain Mkts & Trade,Stephen Paul D'Alessandro,Africa,Southern Africa,Agriculture and Food,,null,Closed,,2018,
P158564,,OGE-Fiscal Implications of Agric'al Risk,"Asa Margareta G. Hoglund Giertz, David Andrew Stephan",Other,World,Agriculture and Food,,null,Closed,,2018,
P165551,Resilient Productive Landscapes in Haiti,Resilient Productive Landscapes in Haiti,Remi Charles Andre Trier,Latin America And Caribbean,Haiti,Agriculture and Food,,0,Active,,2018,
P162908,Resilient Productive Landscapes in Haiti,Resilient Productive Landscapes in Haiti,Remi Charles Andre Trier,Latin America And Caribbean,Haiti,Agriculture and Food,,15,Active,,2018,2024
P160641,Mali Livestock Sector Development Support Project (PADEL-M),PADEL-Mali,"Elisee Ouedraogo, Rhoda Rubaiza",Africa,Mali,Agriculture and Food,,60,Active,,2018,2024
P160408,Maharashtra Project on Climate Resilient Agriculture,Maharashtra PoCRA,Ranjan Samantaray,South Asia,India,Agriculture and Food,,420,Active,,2018,2024
P164424,Montenegro Second Institutional Development and Agriculture Strengthening Project,MIDAS2,Silvia Mauri,Europe And Central Asia,Montenegro,Agriculture and Food,,34.89,Active,,2018,2023
P164226,Additional Financing - Horticulture Development Project,AF-HDP,"Dilshod Khidirov, Melissa Brown",Europe And Central Asia,Uzbekistan,Agriculture and Food,,500,Active,,2018,
P161256,OGE-Continuing to Build the AgriFin Knowledge Platform and Network,OGE-AgriFin Network Development,Ulrich K. H. M. Schmitt,Other,World,Agriculture and Food,,null,Closed,,2018,
P160413,,Rwanda El Nino & CC Resilient Livestock,"Tobias Baedeker, Aimee Marie Ange Mpambara",Africa,Rwanda,Agriculture and Food,,null,Closed,,2018,
P161944,Philippine Rural Development Project Additional Financing,PRDP AF,Frauke Jungbluth,East Asia And Pacific,Philippines,Agriculture and Food,,170,Active,,2018,
P133691,Operational framework for strengthening human and animal health services,OGE-PH Syst. Streng. at An-Hum Interface,Caroline Aurelie Plante,Other,World,Agriculture and Food,,null,Closed,,2018,
P150967,Joint ICT Infrastructure and Knowledge Management System Design for African Agriculture Development   (Korea- WBG Partnership),ICT tool to empower small holder farmers,"David J. Nielson, Jeehye Kim",Africa,Africa,Agriculture and Food,,null,Closed,,2018,
P162130,Urban Food Systems Diagnostic and Metrics Framework,Closing Urban Food Systems Data Gaps,Christopher Ian Brett,Other,World,Agriculture and Food,,null,Closed,,2018,
P163017,,OGE-Gender in CSA Training Curriculum,Sanna Liisa Taivalmaa,Other,World,Agriculture and Food,,null,Closed,,2018,
P159500,,OGE-Gender and Green jobs,Sanna Liisa Taivalmaa,Other,World,Agriculture and Food,,null,Closed,,2018,
P158346,Strengthening Agri-Food Value Chains,Strengthening Agri-Food Value-Chains,"Mohamed Medouar, Hind Kadiri",Middle East And North Africa,Morocco,Agriculture and Food,,200,Active,,2018,2024
P154806,Paraguay #C002 Agriculture Commodities Exchange Development,Paraguay#C002 Agriculture Commodity EXCH,Diego Arias Carballo,Latin America And Caribbean,Paraguay,Agriculture and Food,,null,Closed,,2018,
P163356,Kazakhstan Agriculture Sector Reform TA,Kazakhstan Agriculture Sector Reform TA,David J. Nielson,Europe And Central Asia,Kazakhstan,Agriculture and Food,,null,Closed,,2018,
P162446,Punjab Agriculture and Rural Transformation P4R Program,Punjab Agr and Rural Transformation,Guo Li,South Asia,Pakistan,Agriculture and Food,,300,Active,,2018,2023
P158499,Agriculture Commercialization Project Additional Financing,ACP Additional Financing,"Sandra Broka, Bobojon Yatimov",Europe And Central Asia,Tajikistan,Agriculture and Food,,15,Active,,2018,
P147009,Jiangxi Farm Produce Distribution System Development,Jiangxi Farm Produce Distribution System,"Sitaramachandra Machiraju, Jianwen Liu",East Asia And Pacific,China,Agriculture and Food,,150,Active,,2018,2024
P159382,Livestock and Fisheries Sector Development Project,LFSDP,"Assaye Legesse, Stephen Paul D'Alessandro",Africa,Ethiopia,Agriculture and Food,,170,Active,,2018,2025
P158153,Food Systems for an Urbanizing World,Food Systems for an Urbanizing World,Marketa Jonasova,Other,World,Agriculture and Food,,null,Closed,,2018,
P156797,Nepal Livestock Sector Innovation Project,Nep Liv Sec Innov Proj,Purna Bahadur Chhetri,South Asia,Nepal,Agriculture and Food,,80,Active,,2018,2023
P158522,Tamil Nadu Irrigated Agriculture Modernization Project,TN IAMP,"Abel Lufafa, Yoro Sidibe",South Asia,India,Agriculture and Food,,318,Active,,2018,2025
P157702,Tamil Nadu Rural Transformation Project (TNRTP),Tamil Nadu Rural Transformation Project,Samik Sundar Das,South Asia,India,Agriculture and Food,,100,Active,,2018,2024
P163444,AF- Sustainable Management of Natural Resources and Climate Change,AF- Sustainable Mgt of Nat. Res. and CC,"Remi Charles Andre Trier, Katie Kennedy Freeman",Latin America And Caribbean,Uruguay,Agriculture and Food,,42,Active,,2018,
P157736,Additional Financing for Punjab Irrigated Agriculture Productivity Program Project,Add Fin for PK Punjab Irrigated Agri Pro,"Masood Ahmad, Guo Li, Tahira Syed",South Asia,Pakistan,Agriculture and Food,,130,Active,,2018,
P163525,Second Additional Financing for the Afghanistan Rural Enterprise Development Project,Second AREDP AF,"Abimbola Adubi, Azada Hussaini",South Asia,Afghanistan,Agriculture and Food,,5,Active,,2018,
P158997,,"OGE-Scaling up, CB, training (EFO FIA)",Lystra N. Antoine,Other,World,Agriculture and Food,,null,Closed,,2018,
P147158,Paraiba Sustainable Rural Development,BR Paraiba Sustainable Rural Development,Maurizio Guadagni,Latin America And Caribbean,Brazil,Agriculture and Food,,50,Active,,2018,2024
P155081,Support to Nutrition Sensitive Agriculture and Capacity Development of Small and Marginal Farmers,Nutrition Sensitive Agri & Capacity impr,Jean-Philippe Tre,Africa,Cote d'Ivoire,Agriculture and Food,,2.73,Active,,2018,2022
P162352,Resilient Productive Landscape Planning Methodology,Resilient Productive Planning Methods,Katie Kennedy Freeman,Latin America And Caribbean,Haiti,Agriculture and Food,,null,Closed,,2018,
P155031,Jobs from Agriculture in Afghanistan,Jobs from Agriculture in Afghanistan,Izabela Leao,South Asia,Afghanistan,Agriculture and Food,,null,Closed,,2018,
P163083,OGE-Operationalizing Pull Mechanisms to incentize the Private Sector to Engage with Small-holders,OGE-Operationalizing Pull Mechanisms,Christopher Ian Brett,Other,World,Agriculture and Food,,null,Closed,,2018,
P163258,Emergency Food and Livestock Crisis Response AF,PURCAE AF,Bleoue Nicaise Ehoue,Africa,Chad,Agriculture and Food,,16,Active,,2018,
